test_id,n_polymers,blend_type,materials,polymer_types,blend_input,success,property_value,error,thickness
1,2,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.5, PHB, BIOCYCLE® 1000, 0.5",True,9.946729616035542,,250.0
2,2,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.759177415285893, PHB, BIOCYCLE® 1000, 0.24082258471410706",True,10.038368640397303,,250.0
3,2,random_sample_2,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.4280479585376034, PHB, BIOCYCLE® 1000, 0.5719520414623966",True,8.964148599464698,,250.0
4,2,random_sample_3,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.5734913505624657, PHB, BIOCYCLE® 1000, 0.42650864943753436",True,10.27041894052901,,250.0
5,2,random_sample_4,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.62052977608634, PHB, BIOCYCLE® 1000, 0.37947022391366003",True,10.623350934771082,,250.0
6,2,random_sample_5,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.29003126894016695, PHB, BIOCYCLE® 1000, 0.709968731059833",True,8.746262925701226,,250.0
7,2,random_sample_6,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.5651083504954215, PHB, BIOCYCLE® 1000, 0.43489164950457837",True,10.168209049282305,,250.0
8,2,random_sample_7,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.4825437278127661, PHB, BIOCYCLE® 1000, 0.5174562721872339",True,10.089914983496826,,250.0
9,2,random_sample_8,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.3656506076780089, PHB, BIOCYCLE® 1000, 0.6343493923219912",True,9.327073865192128,,250.0
10,2,random_sample_9,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.2758793529286705, PHB, BIOCYCLE® 1000, 0.7241206470713294",True,8.63206999178753,,250.0
