test_id,n_polymers,blend_type,materials,polymer_types,blend_input,success,property_value,error,thickness
1,4,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, BIOCYCLE® 1000, 0.25, PHA, PHACT A1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,2.022099,,50.0
2,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.002719157076288963, PHB, BIOCYCLE® 1000, 0.5103168899142223, PHA, PHACT A1000P, 0.3200935488681305, PGA, Kuredux® PGA, 0.16687040414135823",True,2.3168375,,50.0
3,4,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, BIOCYCLE® 1000, 0.25, PHA, PHACT A1000P, 0.25, PGA, Polylactide, 0.25",True,2.022099,,50.0
4,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.42012080171531396, PHB, BIOCYCLE® 1000, 0.006303528906074946, PHA, PHACT A1000P, 0.15711723442021192, PGA, Polylactide, 0.4164584349583992",True,1.5217605,,50.0
5,4,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, BIOCYCLE® 1000, 0.25, PHA, PHACT S1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,2.2125962,,50.0
6,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.18299018349194476, PHB, BIOCYCLE® 1000, 0.301296609134134, PHA, PHACT S1000P, 0.2570628726880325, PGA, Kuredux® PGA, 0.2586503346858887",True,2.002586,,50.0
7,4,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, BIOCYCLE® 1000, 0.25, PHA, PHACT S1000P, 0.25, PGA, Polylactide, 0.25",True,2.2125962,,50.0
8,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.26821390918304705, PHB, BIOCYCLE® 1000, 0.40976991581308797, PHA, PHACT S1000P, 0.17037494055266783, PGA, Polylactide, 0.15164123445119715",True,2.6682985,,50.0
9,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT Y3000, 0.25, PHA, PHACT A1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,2.022099,,50.0
10,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.40480043766374013, PHB, ENMAT Y3000, 0.21517808844419065, PHA, PHACT A1000P, 0.04415822609944943, PGA, Kuredux® PGA, 0.33586324779261983",True,2.4272382,,50.0
11,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT Y3000, 0.25, PHA, PHACT A1000P, 0.25, PGA, Polylactide, 0.25",True,2.022099,,50.0
12,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.2830501194556153, PHB, ENMAT Y3000, 0.1691328436744023, PHA, PHACT A1000P, 0.080421833820238, PGA, Polylactide, 0.46739520304974436",True,1.8544902,,50.0
13,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT Y3000, 0.25, PHA, PHACT S1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,2.2125962,,50.0
14,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.268391629129344, PHB, ENMAT Y3000, 0.4793747123156655, PHA, PHACT S1000P, 0.11619460581494827, PGA, Kuredux® PGA, 0.13603905274004233",True,2.6688294,,50.0
15,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT Y3000, 0.25, PHA, PHACT S1000P, 0.25, PGA, Polylactide, 0.25",True,2.2125962,,50.0
16,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.06407670475779075, PHB, ENMAT Y3000, 0.17166669222157963, PHA, PHACT S1000P, 0.3755832411631406, PGA, Polylactide, 0.388673361857489",True,1.5462176,,50.0
17,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT™ Y1000P, 0.25, PHA, PHACT A1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,2.2426538,,50.0
18,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.37925530044638833, PHB, ENMAT™ Y1000P, 0.20018700638293796, PHA, PHACT A1000P, 0.13287203417669857, PGA, Kuredux® PGA, 0.28768565899397525",True,2.3867102,,50.0
19,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT™ Y1000P, 0.25, PHA, PHACT A1000P, 0.25, PGA, Polylactide, 0.25",True,2.2426538,,50.0
20,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.14927521496273574, PHB, ENMAT™ Y1000P, 0.30067283103766984, PHA, PHACT A1000P, 0.24953239610228276, PGA, Polylactide, 0.3005195578973116",True,2.1107621,,50.0
21,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT™ Y1000P, 0.25, PHA, PHACT S1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,2.1876907,,50.0
