feature,importance
cat__Polymer Grade 5_ENMAT Y3000,0.50093395
cat__Polymer Grade 5_ENMAT™ Y1000P,0.06722014
cat__Polymer Grade 4_ENMAT Y3000,0.06368743
num__primary_carbon,0.031284597
cat__Polymer Grade 4_ENMAT™ Y1000P,0.022557463
cat__Polymer Grade 5_Unknown,0.017776689
num__ethyl_chain,0.013044077
cat__Polymer Grade 5_Barrialon CX C6,0.012562011
num__tertiary_carbon,0.010364069
cat__Polymer Grade 3_ENMAT Y3000,0.010284071
cat__Polymer Grade 5_BIOCYCLE® 1000,0.009203309
cat__Polymer Grade 4_Unknown,0.008941925
cat__Polymer Grade 5_Luminy® L175,0.0076845777
cat__Polymer Grade 5_I'm green™ STN7006,0.006540037
cat__Polymer Grade 3_ENMAT™ Y1000P,0.006531992
num__vol_fraction5,0.0065136794
cat__Polymer Grade 5_Ingeo 4043D,0.0062943217
cat__Polymer Grade 5_Ingeo 4032D,0.0058625108
cat__Polymer Grade 5_BioPBS™ FD92,0.004941814
num__ether,0.0047749667
num__SP3_O,0.004684562
num__phenyls,0.0040763863
cat__Polymer Grade 3_Unknown,0.0037665798
num__tree_depth,0.0034090674
num__vol_fraction4,0.0032045017
cat__Polymer Grade 4_BIOCYCLE® 1000,0.0031836573
num__Thickness (um),0.003155081
cat__Polymer Grade 4_I'm green™ STN7006,0.0031164961
num__alcohol,0.00308957
num__ketone,0.0029916477
cat__Polymer Grade 4_Luminy® L175,0.0029638747
num__ester,0.0028352023
num__SP2_O,0.002795377
num__quaternary_carbon,0.0027799392
cat__Polymer Grade 4_BioPBS™ FD92,0.0027418854
num__secondary_carbon,0.0027208498
cat__Polymer Grade 3_BioPBS™ FD92,0.0026026648
num__SP3_Cl,0.0025961746
cat__Polymer Grade 4_Ingeo 4032D,0.0025855403
cat__Polymer Grade 4_Barrialon CX C6,0.0024241605
cat__Polymer Grade 4_Ingeo 4043D,0.0023564657
cat__Polymer Grade 5_PHACT A1000P,0.0023342583
num__amide,0.0021999632
num__branching_factor,0.002160784
cat__Polymer Grade 2_ENMAT™ Y1000P,0.0021602274
num__SP3_C,0.002055026
cat__Polymer Grade 4_Capa™ 6500,0.001997711
cat__Polymer Grade 5_Mylar 48-F-OC Clear PET PET,0.0019343939
