test_id,n_polymers,blend_type,materials,polymer_types,blend_input,success,property_value,error,thickness
1,3,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, BIOCYCLE® 1000, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,30.982372334412887,,10.0
2,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.5396075355024875, PHB, BIOCYCLE® 1000, 0.19715582628342945, PHA, PHACT A1000P, 0.26323663821408316",True,30.26269244030755,,10.0
3,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.1514158035877311, PHB, BIOCYCLE® 1000, 0.36197764194133975, PHA, PHACT A1000P, 0.4866065544709292",True,36.26360681130063,,10.0
4,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.2965166925525939, PHB, BIOCYCLE® 1000, 0.18034569981967033, PHA, PHACT A1000P, 0.5231376076277358",True,37.891007174495314,,10.0
5,3,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, BIOCYCLE® 1000, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,29.742553162778766,,10.0
6,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.22938318778969186, PHB, BIOCYCLE® 1000, 0.1899072052419628, PHA, PHACT S1000P, 0.5807096069683454",True,32.358268764487434,,10.0
7,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.13637729926747938, PHB, BIOCYCLE® 1000, 0.8600442513627937, PHA, PHACT S1000P, 0.0035784493697269197",True,14.20244422395307,,10.0
8,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.49686357880802934, PHB, BIOCYCLE® 1000, 0.23495682429586515, PHA, PHACT S1000P, 0.2681795968961055",True,26.832650181292575,,10.0
9,3,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, ENMAT Y3000, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,31.089922646893918,,10.0
10,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.11851306633424158, PHB, ENMAT Y3000, 0.4965075623149831, PHA, PHACT A1000P, 0.38497937135077526",True,35.942366260832365,,10.0
11,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.23205723517797253, PHB, ENMAT Y3000, 0.46384083642380564, PHA, PHACT A1000P, 0.3041019283982218",True,33.04764184672819,,10.0
12,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.6025680175563264, PHB, ENMAT Y3000, 0.06892350753794063, PHA, PHACT A1000P, 0.328508474905733",True,29.595387927907655,,10.0
13,3,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, ENMAT Y3000, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,29.789610635161207,,10.0
14,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.4843580139155804, PHB, ENMAT Y3000, 0.18261011092083093, PHA, PHACT S1000P, 0.33303187516358856",True,30.216010806530075,,10.0
15,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.24945816121143924, PHB, ENMAT Y3000, 0.4482566490098587, PHA, PHACT S1000P, 0.3022851897787021",True,28.09590754201309,,10.0
16,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.14117673320560206, PHB, ENMAT Y3000, 0.5875018340524384, PHA, PHACT S1000P, 0.2713214327419596",True,25.550459274456504,,10.0
17,3,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, ENMAT™ Y1000P, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,34.22444982602045,,10.0
18,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.27532947283775444, PHB, ENMAT™ Y1000P, 0.24828532144779591, PHA, PHACT A1000P, 0.47638520571444964",True,36.356861130908605,,10.0
19,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3455725929339168, PHB, ENMAT™ Y1000P, 0.0775879756512106, PHA, PHACT A1000P, 0.5768394314148727",True,36.479466250806816,,10.0
20,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.2707089833419012, PHB, ENMAT™ Y1000P, 0.5550656584285921, PHA, PHACT A1000P, 0.17422535822950666",True,31.795442354526696,,10.0
21,3,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, ENMAT™ Y1000P, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,30.424736444949673,,10.0
