test_id,n_polymers,blend_type,materials,polymer_types,blend_input,success,property_value,error,thickness
1,3,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, BIOCYCLE® 1000, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,3.1601098,,250.0
2,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.03190826465556818, PHB, BIOCYCLE® 1000, 0.18638283945595527, PHA, PHACT A1000P, 0.7817088958884766",True,2.435195,,250.0
3,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.44670872694729497, PHB, BIOCYCLE® 1000, 0.2528298850484579, PHA, PHACT A1000P, 0.30046138800424715",True,3.2646096,,250.0
4,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.23389138527976594, PHB, BIOCYCLE® 1000, 0.32827505437857296, PHA, PHACT A1000P, 0.437833560341661",True,3.0516026,,250.0
5,3,random_sample_4,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.049425416853460004, PHB, BIOCYCLE® 1000, 0.6746625693369679, PHA, PHACT A1000P, 0.2759120138095721",True,2.5913641,,250.0
6,3,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, BIOCYCLE® 1000, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,2.3258545,,250.0
7,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.5534730677022213, PHB, BIOCYCLE® 1000, 0.21708332387896268, PHA, PHACT S1000P, 0.2294436084188161",True,4.435657,,250.0
8,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.1481194850520848, PHB, BIOCYCLE® 1000, 0.34487510887342365, PHA, PHACT S1000P, 0.5070054060744916",True,2.1981118,,250.0
9,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.21766594399980269, PHB, BIOCYCLE® 1000, 0.7720838668390702, PHA, PHACT S1000P, 0.010250189161127158",True,2.3133464,,250.0
10,3,random_sample_4,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.18648087830250917, PHB, BIOCYCLE® 1000, 0.26245362787783477, PHA, PHACT S1000P, 0.5510654938196561",True,2.6428912,,250.0
