test_id,n_polymers,blend_type,materials,polymer_types,blend_input,success,property_value,error,thickness
1,2,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.5, PHB, BIOCYCLE® 1000, 0.5",True,25.1197591336997,,250.0
2,2,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.7891416977378158, PHB, BIOCYCLE® 1000, 0.2108583022621842",True,35.28481003669293,,250.0
3,2,random_sample_2,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.6919912734976621, PHB, BIOCYCLE® 1000, 0.3080087265023379",True,39.139260464156315,,250.0
4,2,random_sample_3,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.38509422777867225, PHB, BIOCYCLE® 1000, 0.6149057722213277",True,25.473733162268772,,250.0
5,2,random_sample_4,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.19341856041118285, PHB, BIOCYCLE® 1000, 0.806581439588817",True,22.757453340921625,,250.0
6,2,random_sample_5,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.9621738175858262, PHB, BIOCYCLE® 1000, 0.03782618241417384",True,47.011327086164584,,250.0
7,2,random_sample_6,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.3338760541038397, PHB, BIOCYCLE® 1000, 0.6661239458961603",True,22.252760036412106,,250.0
8,2,random_sample_7,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.6386924075335084, PHB, BIOCYCLE® 1000, 0.36130759246649147",True,34.56561278732363,,250.0
9,2,random_sample_8,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.27125391663541654, PHB, BIOCYCLE® 1000, 0.7287460833645836",True,20.871225291541403,,250.0
10,2,random_sample_9,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.4641498260255444, PHB, BIOCYCLE® 1000, 0.5358501739744556",True,25.251339122558644,,250.0
