feature,importance
num__vinyl,0.09814394
num__amide,0.07126501
num__SP3_N,0.07076494
num__SP2_C,0.05697487
num__SP3_O,0.050839506
num__SP2_O,0.04977027
num__secondary_amine,0.04078636
num__phenyls,0.024751758
num__ether,0.021211708
num__long_chain,0.015787862
num__SP3_C,0.015220482
cat__Polymer Grade 5_Kuredux® PGA,0.015109982
cat__Polymer Grade 3_Kuredux® PGA,0.014905419
num__branching_factor,0.013018545
num__secondary_carbon,0.011061629
num__tree_depth,0.01049862
num__ester,0.010413712
num__quaternary_carbon,0.010334416
num__SP3_Cl,0.010053513
cat__Polymer Grade 2_Kuredux® PGA,0.009930057
cat__Polymer Grade 3_Mylar 48-F-OC Clear PET PET,0.0095815435
num__tertiary_carbon,0.009223534
num__ketone,0.009054833
cat__Polymer Grade 4_Kuredux® PGA,0.0089093875
num__primary_carbon,0.0087732095
cat__Polymer Grade 1_Kuredux® PGA,0.007488722
num__ethyl_chain,0.0072330455
cat__Polymer Grade 5_Total PPH 3270,0.0071715596
num__Thickness (um),0.006907457
cat__Polymer Grade 4_Mylar 48-F-OC Clear PET PET,0.0068895686
cat__Polymer Grade 2_Mylar 48-F-OC Clear PET PET,0.006753914
cat__Polymer Grade 1_Mylar 48-F-OC Clear PET PET,0.00634394
cat__Polymer Grade 5_Mylar 48-F-OC Clear PET PET,0.0061897133
num__alcohol,0.0059895525
cat__Polymer Grade 4_PHACT A1000P,0.005899431
cat__Polymer Grade 4_Total PPH 3270,0.0058899503
cat__Polymer Grade 3_PHACT A1000P,0.005689142
cat__Polymer Grade 3_Total PPH 3270,0.005647962
cat__Polymer Grade 3_BioPBS™ FZ91,0.005361712
cat__Polymer Grade 5_PHACT A1000P,0.005344129
cat__Polymer Grade 4_BioPBS™ FZ91,0.0050584883
cat__Polymer Grade 5_LDPE LD 150,0.004810845
num__vol_fraction5,0.0040377816
cat__Polymer Grade 2_PHACT A1000P,0.004016333
cat__Polymer Grade 1_Total PPH 3270,0.003854203
cat__Polymer Grade 5_Barrialon CX C6,0.003752333
num__vol_fraction4,0.0034900773
cat__Polymer Grade 5_Ecovance rf-PBAT,0.0034633176
num__propyl_chain,0.0033551734
cat__Polymer Grade 2_Total PPH 3270,0.003314665
cat__Polymer Grade 4_ENMAT™ Y1000P,0.0032501603
cat__Polymer Grade 5_Polylactide,0.0031786126
num__vol_fraction3,0.0031596303
cat__Polymer Grade 5_I'm green™ STN7006,0.0031372034
cat__Polymer Grade 1_PHACT A1000P,0.0030216442
num__vol_fraction2,0.0029645967
cat__Polymer Grade 1_BioPBS™ FZ91,0.0029364694
cat__Polymer Grade 4_Unknown,0.0029016295
cat__Polymer Grade 5_ENMAT Y3000,0.0028145968
cat__Polymer Grade 2_BioPBS™ FZ91,0.0028068146
num__vol_fraction1,0.0027641573
