test_id,n_polymers,blend_type,materials,polymer_types,blend_input,success,property_value,error,thickness
1,2,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.5, PHB, BIOCYCLE® 1000, 0.5",True,40.91,,100
2,2,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.7752679092280431, PHB, BIOCYCLE® 1000, 0.22473209077195674",True,56.43,,100
3,2,random_sample_2,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.21825600452471117, PHB, BIOCYCLE® 1000, 0.7817439954752888",True,36.21,,100
4,2,equal,"['PLA Ingeo 4032D', 'PHA PHACT A1000P']","['PLA', 'PHA']","PLA, Ingeo 4032D, 0.5, PHA, PHACT A1000P, 0.5",True,45.35,,100
5,2,random_sample_1,"['PLA Ingeo 4032D', 'PHA PHACT A1000P']","['PLA', 'PHA']","PLA, Ingeo 4032D, 0.06642759288040512, PHA, PHACT A1000P, 0.933572407119595",True,42.72,,100
6,2,random_sample_2,"['PLA Ingeo 4032D', 'PHA PHACT A1000P']","['PLA', 'PHA']","PLA, Ingeo 4032D, 0.6629696558102947, PHA, PHACT A1000P, 0.33703034418970523",True,50.41,,100
7,2,equal,"['PLA Ingeo 4032D', 'PGA Kuredux® PGA']","['PLA', 'PGA']","PLA, Ingeo 4032D, 0.5, PGA, Kuredux® PGA, 0.5",True,77.28,,100
8,2,random_sample_1,"['PLA Ingeo 4032D', 'PGA Kuredux® PGA']","['PLA', 'PGA']","PLA, Ingeo 4032D, 0.3067082954051713, PGA, Kuredux® PGA, 0.6932917045948288",True,95.77,,100
9,2,random_sample_2,"['PLA Ingeo 4032D', 'PGA Kuredux® PGA']","['PLA', 'PGA']","PLA, Ingeo 4032D, 0.5577518151154043, PGA, Kuredux® PGA, 0.4422481848845958",True,76.2,,100
10,2,equal,"['PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PHB', 'PHA']","PHB, BIOCYCLE® 1000, 0.5, PHA, PHACT A1000P, 0.5",True,39.67,,100
11,2,random_sample_1,"['PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PHB', 'PHA']","PHB, BIOCYCLE® 1000, 0.09609130154782335, PHA, PHACT A1000P, 0.9039086984521767",True,43.23,,100
12,2,random_sample_2,"['PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PHB', 'PHA']","PHB, BIOCYCLE® 1000, 0.9010241692507471, PHA, PHACT A1000P, 0.09897583074925291",True,48.44,,100
13,2,equal,"['PHB BIOCYCLE® 1000', 'PGA Kuredux® PGA']","['PHB', 'PGA']","PHB, BIOCYCLE® 1000, 0.5, PGA, Kuredux® PGA, 0.5",True,57.15,,100
14,2,random_sample_1,"['PHB BIOCYCLE® 1000', 'PGA Kuredux® PGA']","['PHB', 'PGA']","PHB, BIOCYCLE® 1000, 0.14629596583096494, PGA, Kuredux® PGA, 0.8537040341690352",True,108.82,,100
15,2,random_sample_2,"['PHB BIOCYCLE® 1000', 'PGA Kuredux® PGA']","['PHB', 'PGA']","PHB, BIOCYCLE® 1000, 0.7707943315663255, PGA, Kuredux® PGA, 0.22920566843367457",True,48.81,,100
16,2,equal,"['PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PHA', 'PGA']","PHA, PHACT A1000P, 0.5, PGA, Kuredux® PGA, 0.5",True,47.46,,100
17,2,random_sample_1,"['PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PHA', 'PGA']","PHA, PHACT A1000P, 0.7668354048213613, PGA, Kuredux® PGA, 0.23316459517863877",True,50.42,,100
18,2,random_sample_2,"['PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PHA', 'PGA']","PHA, PHACT A1000P, 0.9007703883843631, PGA, Kuredux® PGA, 0.09922961161563695",True,50.32,,100
