test_id,n_polymers,blend_type,materials,polymer_types,blend_input,success,property_value,error,thickness
1,2,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.5, PHB, BIOCYCLE® 1000, 0.5",True,3.2907507,,10.0
2,2,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.4439884054700908, PHB, BIOCYCLE® 1000, 0.5560115945299092",True,2.8864675,,10.0
3,2,random_sample_2,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.8300961956189359, PHB, BIOCYCLE® 1000, 0.16990380438106406",True,6.4730577,,10.0
4,2,random_sample_3,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.8527540846558687, PHB, BIOCYCLE® 1000, 0.1472459153441313",True,6.4730577,,10.0
5,2,random_sample_4,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.27387901342969556, PHB, BIOCYCLE® 1000, 0.7261209865703044",True,2.513165,,10.0
6,2,random_sample_5,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.5331031535957128, PHB, BIOCYCLE® 1000, 0.46689684640428725",True,3.2907507,,10.0
7,2,random_sample_6,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.5185990714525084, PHB, BIOCYCLE® 1000, 0.4814009285474916",True,3.2907507,,10.0
8,2,random_sample_7,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.545127035965968, PHB, BIOCYCLE® 1000, 0.454872964034032",True,2.9826057,,10.0
9,2,random_sample_8,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.5227864429847283, PHB, BIOCYCLE® 1000, 0.47721355701527157",True,3.2907507,,10.0
10,2,random_sample_9,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000']","['PLA', 'PHB']","PLA, Ingeo 4032D, 0.3139320454528942, PHB, BIOCYCLE® 1000, 0.6860679545471058",True,2.6932833,,10.0
