test_id,n_polymers,blend_type,materials,polymer_types,blend_input,success,property_value,error,thickness
1,4,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, BIOCYCLE® 1000, 0.25, PHA, PHACT A1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,1.8014716,,250.0
2,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.13524316512492937, PHB, BIOCYCLE® 1000, 0.14523422834157737, PHA, PHACT A1000P, 0.25007275375494653, PGA, Kuredux® PGA, 0.4694498527785467",True,1.4482638,,250.0
3,4,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, BIOCYCLE® 1000, 0.25, PHA, PHACT A1000P, 0.25, PGA, Polylactide, 0.25",True,1.8014716,,250.0
4,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.07959465545107879, PHB, BIOCYCLE® 1000, 0.4944402568005687, PHA, PHACT A1000P, 0.2029327224608292, PGA, Polylactide, 0.22303236528752332",True,1.6011114,,250.0
5,4,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, BIOCYCLE® 1000, 0.25, PHA, PHACT S1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,2.2202103,,250.0
6,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.027520369076574177, PHB, BIOCYCLE® 1000, 0.5043171789866758, PHA, PHACT S1000P, 0.36169523815801896, PGA, Kuredux® PGA, 0.10646721377873102",True,1.9264911,,250.0
7,4,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, BIOCYCLE® 1000, 0.25, PHA, PHACT S1000P, 0.25, PGA, Polylactide, 0.25",True,2.2202103,,250.0
8,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.43908971190911544, PHB, BIOCYCLE® 1000, 0.0504445388515993, PHA, PHACT S1000P, 0.10661866412619427, PGA, Polylactide, 0.4038470851130911",True,2.479547,,250.0
9,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT Y3000, 0.25, PHA, PHACT A1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,1.8014716,,250.0
10,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.3419844438884686, PHB, ENMAT Y3000, 0.313742770413473, PHA, PHACT A1000P, 0.3384122730828316, PGA, Kuredux® PGA, 0.005860512615226879",True,2.7238388,,250.0
11,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT Y3000, 0.25, PHA, PHACT A1000P, 0.25, PGA, Polylactide, 0.25",True,1.8014716,,250.0
12,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.49204693728112103, PHB, ENMAT Y3000, 0.23288744819897966, PHA, PHACT A1000P, 0.2527466155700456, PGA, Polylactide, 0.02231899894985366",True,2.9736438,,250.0
13,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT Y3000, 0.25, PHA, PHACT S1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,2.2202103,,250.0
14,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.32894487370810255, PHB, ENMAT Y3000, 0.16745876940887705, PHA, PHACT S1000P, 0.24701300428816164, PGA, Kuredux® PGA, 0.2565833525948587",True,2.252189,,250.0
15,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT Y3000, 0.25, PHA, PHACT S1000P, 0.25, PGA, Polylactide, 0.25",True,2.2202103,,250.0
16,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.2737888613371789, PHB, ENMAT Y3000, 0.17572043811038665, PHA, PHACT S1000P, 0.2936801526129973, PGA, Polylactide, 0.25681054793943714",True,2.0332336,,250.0
17,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT™ Y1000P, 0.25, PHA, PHACT A1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,1.9808064,,250.0
18,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.340924389053876, PHB, ENMAT™ Y1000P, 0.0566032184004934, PHA, PHACT A1000P, 0.2568395082493553, PGA, Kuredux® PGA, 0.34563288429627537",True,1.8644376,,250.0
19,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT™ Y1000P, 0.25, PHA, PHACT A1000P, 0.25, PGA, Polylactide, 0.25",True,1.9808064,,250.0
20,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.3082242534840835, PHB, ENMAT™ Y1000P, 0.17454865910144157, PHA, PHACT A1000P, 0.29665224925495465, PGA, Polylactide, 0.22057483815952028",True,2.198605,,250.0
21,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT™ Y1000P, 0.25, PHA, PHACT S1000P, 0.25, PGA, Kuredux® PGA, 0.25",True,1.9645169,,250.0
22,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT S1000P', 'PGA Kuredux® PGA']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.49186636638649184, PHB, ENMAT™ Y1000P, 0.23336115961967516, PHA, PHACT S1000P, 0.12606593022307394, PGA, Kuredux® PGA, 0.14870654377075906",True,2.3181498,,250.0
23,4,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT S1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.25, PHB, ENMAT™ Y1000P, 0.25, PHA, PHACT S1000P, 0.25, PGA, Polylactide, 0.25",True,1.9645169,,250.0
24,4,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT S1000P', 'PGA Polylactide']","['PLA', 'PHB', 'PHA', 'PGA']","PLA, Ingeo 4032D, 0.4670442981753362, PHB, ENMAT™ Y1000P, 0.022232898693565054, PHA, PHACT S1000P, 0.11767354166647388, PGA, Polylactide, 0.39304926146462493",True,2.6725867,,250.0
