feature,importance
num__tertiary_carbon,0.060694795
num__primary_carbon,0.05836118
cat__Polymer Grade 5_ENMAT Y3000,0.035526466
cat__Polymer Grade 5_PHACT S1000P,0.033095386
cat__Polymer Grade 4_ENMAT Y3000,0.03193425
cat__Polymer Grade 5_Unknown,0.029395144
cat__Polymer Grade 4_PHACT S1000P,0.029328678
cat__Polymer Grade 5_ENMAT™ Y1000P,0.025160285
cat__Polymer Grade 5_Green Planet™ PHBH,0.02440352
cat__Polymer Grade 3_ENMAT Y3000,0.023935536
cat__Polymer Grade 4_Unknown,0.022853754
num__ketone,0.02131837
cat__Polymer Grade 4_ENMAT™ Y1000P,0.020982897
num__ether,0.018838674
num__tree_depth,0.017886907
cat__Polymer Grade 3_PHACT S1000P,0.01651963
cat__Polymer Grade 4_Green Planet™ PHBH,0.01640244
num__SP3_O,0.014357673
cat__Polymer Grade 3_Green Planet™ PHBH,0.014090866
cat__Polymer Grade 5_Ingeo 4032D,0.013490817
cat__Polymer Grade 4_Capa™ 6500,0.012539263
cat__Polymer Grade 5_Ingeo 4043D,0.011883391
cat__Polymer Grade 5_Luminy® L175,0.011164202
cat__Polymer Grade 3_ENMAT™ Y1000P,0.010957229
cat__Polymer Grade 5_I'm green™ STN7006,0.010498616
cat__Polymer Grade 5_PHACT A1000P,0.010352825
cat__Polymer Grade 4_PHACT A1000P,0.010270238
cat__Polymer Grade 3_BioPBS™ FD92,0.009935171
num__Thickness (um),0.009317385
cat__Polymer Grade 3_Unknown,0.009012837
cat__Polymer Grade 5_Mylar 48-F-OC Clear PET PET,0.008745081
num__secondary_carbon,0.0085566025
cat__Polymer Grade 3_PHACT A1000P,0.008507478
cat__Polymer Grade 5_BioPBS™ FD92,0.007511093
cat__Polymer Grade 5_Capa™ 6500,0.0073367436
num__vol_fraction5,0.007274808
num__vol_fraction4,0.0071058124
num__ethyl_chain,0.0070617534
cat__Polymer Grade 3_Capa™ 6800,0.0067859003
cat__Polymer Grade 4_I'm green™ STN7006,0.006653414
cat__Polymer Grade 2_ENMAT Y3000,0.0064023505
cat__Polymer Grade 4_Ingeo 4032D,0.0063644056
cat__Polymer Grade 2_Luminy® L175,0.006313347
num__phenyls,0.0062698782
cat__Polymer Grade 4_BioPBS™ FD92,0.0061726472
num__secondary_amine,0.0060365484
cat__Polymer Grade 4_Mylar 48-F-OC Clear PET PET,0.005985665
cat__Polymer Grade 2_Unknown,0.0059122546
num__alcohol,0.0055809105
num__vol_fraction3,0.0054926598
cat__Polymer Grade 5_Capa™ 6800,0.005341859
cat__Polymer Grade 4_Ingeo 4043D,0.00532619
cat__Polymer Grade 2_PHACT S1000P,0.0052191047
num__ester,0.005189957
cat__Polymer Grade 3_LDPE LD 150,0.00515
cat__Polymer Grade 4_Tunhe TH801T,0.0051466613
cat__Polymer Grade 3_Ingeo 4032D,0.0051178164
num__propyl_chain,0.0048847203
cat__Polymer Grade 4_Capa™ 6800,0.0048572496
cat__Polymer Grade 4_Luminy® L175,0.0048005334
num__SP3_N,0.0047413157
cat__Polymer Grade 4_BioPBS™ FZ91,0.0047294158
cat__Polymer Grade 4_LDPE LD 150,0.0044359462
num__long_chain,0.0043081236
num__SP3_C,0.0042145825
cat__Polymer Grade 5_LDPE LD 150,0.004203175
cat__Polymer Grade 1_ENMAT Y3000,0.0039052302
cat__Polymer Grade 2_Ecoworld,0.0038821585
cat__Polymer Grade 2_Green Planet™ PHBH,0.0038413843
cat__Polymer Grade 3_Total PPH 3270,0.0037879779
num__vol_fraction1,0.0037348163
cat__Polymer Grade 1_PHACT A1000P,0.0037121268
cat__Polymer Grade 3_Capa™ 6500,0.0036824269
cat__Polymer Grade 2_BioPBS™ FD92,0.003674855
cat__Polymer Grade 1_PBS TH803S,0.0036282088
