test_id,n_polymers,blend_type,materials,polymer_types,blend_input,success,property_value,error,thickness
1,3,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, BIOCYCLE® 1000, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,43.49148214471665,,250.0
2,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.4607726411696919, PHB, BIOCYCLE® 1000, 0.26753805706033706, PHA, PHACT A1000P, 0.27168930176997097",True,49.11809163043587,,250.0
3,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.393881302561306, PHB, BIOCYCLE® 1000, 0.21356663033376608, PHA, PHACT A1000P, 0.39255206710492796",True,45.51770081491967,,250.0
4,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3065361562953944, PHB, BIOCYCLE® 1000, 0.248788410655334, PHA, PHACT A1000P, 0.44467543304927165",True,46.04534935680593,,250.0
5,3,equal,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, BIOCYCLE® 1000, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,49.23016154080535,,250.0
6,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.13073625106796802, PHB, BIOCYCLE® 1000, 0.6579032398247446, PHA, PHACT S1000P, 0.21136050910728726",True,47.00708417569627,,250.0
7,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.30836980247189616, PHB, BIOCYCLE® 1000, 0.6816423601632519, PHA, PHACT S1000P, 0.009987837364852072",True,44.54760935693781,,250.0
8,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.48237060217602706, PHB, BIOCYCLE® 1000, 0.3565543330902364, PHA, PHACT S1000P, 0.16107506473373656",True,49.64723980361993,,250.0
9,3,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, ENMAT Y3000, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,43.53387575772888,,250.0
10,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.15300525624165498, PHB, ENMAT Y3000, 0.6770775873381337, PHA, PHACT A1000P, 0.16991715642021132",True,44.03755461051218,,250.0
11,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.07771876060939112, PHB, ENMAT Y3000, 0.4701683540159593, PHA, PHACT A1000P, 0.45211288537464966",True,38.41421171260767,,250.0
12,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.36071180134601566, PHB, ENMAT Y3000, 0.3828994871979383, PHA, PHACT A1000P, 0.2563887114560461",True,47.54985735593099,,250.0
13,3,equal,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, ENMAT Y3000, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,49.37613354289032,,250.0
14,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.1449421744370146, PHB, ENMAT Y3000, 0.5831396363190562, PHA, PHACT S1000P, 0.2719181892439292",True,46.20685170541221,,250.0
15,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.5067652580924543, PHB, ENMAT Y3000, 0.4876163029589403, PHA, PHACT S1000P, 0.005618438948605405",True,45.0015946895789,,250.0
16,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.15442850755015927, PHB, ENMAT Y3000, 0.39369277147037157, PHA, PHACT S1000P, 0.45187872097946913",True,44.722351955906035,,250.0
17,3,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, ENMAT™ Y1000P, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,43.28511068678716,,250.0
18,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.409656559178076, PHB, ENMAT™ Y1000P, 0.3665579553181664, PHA, PHACT A1000P, 0.2237854855037576",True,45.398721301875455,,250.0
19,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.20847265179646834, PHB, ENMAT™ Y1000P, 0.4356152805135267, PHA, PHACT A1000P, 0.355912067690005",True,42.436619475552156,,250.0
20,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.5454353917107757, PHB, ENMAT™ Y1000P, 0.42285057925846065, PHA, PHACT A1000P, 0.03171402903076359",True,46.307841001810644,,250.0
21,3,equal,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, ENMAT™ Y1000P, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,46.251523473111256,,250.0
22,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.22334044261919023, PHB, ENMAT™ Y1000P, 0.39389623643376753, PHA, PHACT S1000P, 0.3827633209470422",True,45.17578941658905,,250.0
23,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3999169859073607, PHB, ENMAT™ Y1000P, 0.2792782721152147, PHA, PHACT S1000P, 0.3208047419774247",True,47.29646471236361,,250.0
24,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB ENMAT™ Y1000P', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.0009199539942685378, PHB, ENMAT™ Y1000P, 0.4179527830621395, PHA, PHACT S1000P, 0.581127262943592",True,31.888444795388118,,250.0
25,3,equal,"['PLA Ingeo 4032D', 'PHB Green Planet™ PHBH', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, Green Planet™ PHBH, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,42.87195209085426,,250.0
26,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB Green Planet™ PHBH', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.1807820512096198, PHB, Green Planet™ PHBH, 0.3859850191653988, PHA, PHACT A1000P, 0.4332329296249814",True,43.88977248424073,,250.0
27,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB Green Planet™ PHBH', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.28024721264330227, PHB, Green Planet™ PHBH, 0.288600423040714, PHA, PHACT A1000P, 0.4311523643159838",True,45.08681098294178,,250.0
28,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB Green Planet™ PHBH', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3061172933315153, PHB, Green Planet™ PHBH, 0.23372614067651043, PHA, PHACT A1000P, 0.4601565659919742",True,46.36671852932611,,250.0
29,3,equal,"['PLA Ingeo 4032D', 'PHB Green Planet™ PHBH', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.3333333333333333, PHB, Green Planet™ PHBH, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,48.72444079853707,,250.0
30,3,random_sample_1,"['PLA Ingeo 4032D', 'PHB Green Planet™ PHBH', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.401461364311869, PHB, Green Planet™ PHBH, 0.44163046320847754, PHA, PHACT S1000P, 0.15690817247965347",True,50.69164944464993,,250.0
31,3,random_sample_2,"['PLA Ingeo 4032D', 'PHB Green Planet™ PHBH', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.2562475519739125, PHB, Green Planet™ PHBH, 0.4311587994740473, PHA, PHACT S1000P, 0.3125936485520402",True,48.936401574943844,,250.0
32,3,random_sample_3,"['PLA Ingeo 4032D', 'PHB Green Planet™ PHBH', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4032D, 0.08174555933207676, PHB, Green Planet™ PHBH, 0.37158112271026644, PHA, PHACT S1000P, 0.5466733179576568",True,40.05861935551196,,250.0
33,3,equal,"['PLA Ingeo 4043D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4043D, 0.3333333333333333, PHB, BIOCYCLE® 1000, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,43.85479200544269,,250.0
34,3,random_sample_1,"['PLA Ingeo 4043D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4043D, 0.48614236491003726, PHB, BIOCYCLE® 1000, 0.10721714481515017, PHA, PHACT A1000P, 0.4066404902748126",True,48.2977839085945,,250.0
35,3,random_sample_2,"['PLA Ingeo 4043D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4043D, 0.32176369274724403, PHB, BIOCYCLE® 1000, 0.21210894330625812, PHA, PHACT A1000P, 0.46612736394649784",True,47.76174190251419,,250.0
36,3,random_sample_3,"['PLA Ingeo 4043D', 'PHB BIOCYCLE® 1000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4043D, 0.559783787991335, PHB, BIOCYCLE® 1000, 0.09193079361170751, PHA, PHACT A1000P, 0.3482854183969574",True,50.44177599477878,,250.0
37,3,equal,"['PLA Ingeo 4043D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4043D, 0.3333333333333333, PHB, BIOCYCLE® 1000, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,49.54595289273073,,250.0
38,3,random_sample_1,"['PLA Ingeo 4043D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4043D, 0.3850616506427133, PHB, BIOCYCLE® 1000, 0.3846786519194891, PHA, PHACT S1000P, 0.23025969743779764",True,49.07066356803179,,250.0
39,3,random_sample_2,"['PLA Ingeo 4043D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4043D, 0.17565225718883323, PHB, BIOCYCLE® 1000, 0.14703074878097858, PHA, PHACT S1000P, 0.6773169940301882",True,44.30090540502867,,250.0
40,3,random_sample_3,"['PLA Ingeo 4043D', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4043D, 0.3772993381664146, PHB, BIOCYCLE® 1000, 0.293885511242422, PHA, PHACT S1000P, 0.3288151505911634",True,48.32829371839861,,250.0
41,3,equal,"['PLA Ingeo 4043D', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Ingeo 4043D, 0.3333333333333333, PHB, ENMAT Y3000, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,43.89753975717064,,250.0
